Well identifier	Surface	MD
515(G)	BAJ	2761.00
515(G)	top_J1-2	2762.80
515(G)	base_J1-2	2765.00
515(G)	top_J1-3A	2770.60
515(G)	base_J1-3A	2776.40
515(G)	top_J1-3	2776.40
515(G)	base_J1-3	2793.00
517(G)	BAJ	3380.80
517(G)	top_J1-2	3386.40
517(G)	base_J1-2	3389.80
517(G)	top_J1-3A	3396.60
517(G)	base_J1-3A	3399.40
517(G)	top_J1-3	3399.40
517(G)	base_J1-3	3417.20
518	BAJ	2791.60
518	top_J1-2	2793.60
518	base_J1-2	2798.30
518	top_J1-3A	2804.00
518	base_J1-3A	2811.00
518	top_J1-3	2811.00
518	base_J1-3	2822.80
518(G)	BAJ	3204.00
518(G)	top_J1-2	3207.60
518(G)	base_J1-2	3210.60
518(G)	top_J1-3A	3216.60
518(G)	base_J1-3A	3220.40
518(G)	top_J1-3	3220.40
518(G)	base_J1-3	3239.00
519	BAJ	3040.00
519	top_J1-2	3042.00
519	base_J1-2	3046.00
519	top_J1-3A	3052.00
519	base_J1-3A	3057.60
519	top_J1-3	3057.60
519	base_J1-3	3072.20
520	BAJ	3147.80
520	top_J1-2	3149.20
520	base_J1-2	3152.00
520	top_J1-3A	3158.00
520	base_J1-3A	3163.60
520	top_J1-3	3163.60
520	base_J1-3	3176.60
520(G)	BAJ	2915.80
520(G)	top_J1-2	2918.60
520(G)	base_J1-2	2921.00
520(G)	top_J1-3A	2927.40
520(G)	base_J1-3A	2931.80
520(G)	top_J1-3	2931.80
520(G)	base_J1-3	2951.00
521	BAJ	3365.00
521	top_J1-2	3366.00
521	base_J1-2	3369.20
521	top_J1-3A	3375.60
521	base_J1-3A	3381.00
521	top_J1-3	3381.00
521	base_J1-3	3394.60
522(G)	BAJ	3012.60
522(G)	top_J1-2	3014.60
522(G)	base_J1-2	3018.20
522(G)	top_J1-3A	3025.20
522(G)	base_J1-3A	3029.80
522(G)	top_J1-3	3029.80
522(G)	base_J1-3	3052.00
531(G)	BAJ	3331.00
531(G)	top_J1-2	3333.20
531(G)	base_J1-2	3335.20
531(G)	top_J1-MU	3335.80
531(G)	base_J1-MU	3340.20
531(G)	top_J1-3A	3341.80
531(G)	base_J1-3A	3346.20
531(G)	top_J1-3	3346.20
531(G)	base_J1-3	3364.40
532(G)	BAJ	2919.00
532(G)	top_J1-2	2921.00
532(G)	base_J1-2	2931.60
532(G)	top_J1-3A	2938.80
532(G)	base_J1-3A	2946.00
532(G)	top_J1-3	2946.00
532(G)	base_J1-3	2952.80
534(G)	BAJ	3189.60
534(G)	top_J1-2	3191.60
534(G)	base_J1-2	3198.80
534(G)	top_J1-3A	3204.60
534(G)	base_J1-3A	3209.00
534(G)	top_J1-3	3209.00
534(G)	base_J1-3	3227.40
540(G)	BAJ	3145.20
540(G)	top_J1-2	3147.80
540(G)	base_J1-2	3153.20
540(G)	top_J1-3A	3157.60
540(G)	base_J1-3A	3164.40
540(G)	top_J1-3	3164.40
540(G)	base_J1-3	3183.60
541(G)	BAJ	3092.60
541(G)	top_J1-2	3095.80
541(G)	base_J1-2	3102.60
541(G)	top_J1-3A	3108.60
541(G)	base_J1-3A	3114.60
541(G)	top_J1-3	3114.60
541(G)	base_J1-3	3142.60
543(G)	BAJ	2901.40
543(G)	top_J1-2	2904.20
543(G)	base_J1-2	2907.20
543(G)	top_J1-3A	2913.00
543(G)	base_J1-3A	2918.50
543(G)	top_J1-3	2918.50
543(G)	base_J1-3	2944.20
544(G)	BAJ	3475.80
544(G)	top_J1-2	3479.40
544(G)	base_J1-2	3484.40
544(G)	top_J1-3A	3489.80
544(G)	base_J1-3A	3495.60
544(G)	top_J1-3	3495.60
544(G)	base_J1-3	3506.60
545(G)	BAJ	3107.60
545(G)	top_J1-2	3111.40
545(G)	base_J1-2	3115.20
545(G)	top_J1-3A	3123.80
545(G)	base_J1-3A	3128.60
545(G)	top_J1-3	3128.60
545(G)	base_J1-3	3158.60
549(G)	BAJ	3460.60
549(G)	top_J1-2	3464.80
549(G)	base_J1-2	3470.20
549(G)	top_J1-3A	3475.20
549(G)	base_J1-3A	3480.60
549(G)	top_J1-3	3480.60
549(G)	base_J1-3	3507.60
550(G)	BAJ	2904.60
550(G)	top_J1-2	2907.80
550(G)	base_J1-2	2912.00
550(G)	top_J1-3A	2919.60
550(G)	base_J1-3A	2928.60
550(G)	top_J1-3	2928.60
550(G)	base_J1-3	2951.80
556(G)	BAJ	3305.40
556(G)	top_J1-2	3311.40
556(G)	base_J1-2	3318.80
556(G)	top_J1-3A	3324.40
556(G)	base_J1-3A	3330.60
556(G)	top_J1-3	3330.60
556(G)	base_J1-3	3341.40
557(G)	BAJ	3306.40
557(G)	top_J1-2	3309.00
557(G)	base_J1-2	3315.80
557(G)	top_J1-3A	3321.80
557(G)	base_J1-3A	3328.60
557(G)	top_J1-3	3328.60
557(G)	base_J1-3	3349.60
558(G)	BAJ	3001.80
558(G)	top_J1-2	3006.00
558(G)	base_J1-2	3016.50
558(G)	top_J1-MU	3016.50
558(G)	base_J1-MU	3023.60
558(G)	top_J1-3A	3027.60
558(G)	base_J1-3A	3034.40
558(G)	top_J1-3	3034.40
558(G)	base_J1-3	3046.60
559(G)	BAJ	2912.60
559(G)	top_J1-2	2915.80
559(G)	base_J1-2	2920.80
559(G)	top_J1-3A	2928.40
559(G)	base_J1-3A	2934.80
559(G)	top_J1-3	2934.80
559(G)	base_J1-3	2945.40
581(G)	BAJ	3501.40
581(G)	top_J1-2	3503.80
581(G)	base_J1-2	3510.20
581(G)	top_J1-MU	3513.00
581(G)	base_J1-MU	3519.00
581(G)	top_J1-3A	3522.60
581(G)	base_J1-3A	3528.20
581(G)	top_J1-3	3528.20
581(G)	base_J1-3	3537.60
59	BAJ	2879.90
59	top_J1-2	2880.90
59	base_J1-2	2885.50
59	top_J1-3A	2893.70
59	base_J1-3A	2899.40
59	top_J1-3	2899.40
59	base_J1-3	2905.90
61	BAJ	2970.80
61	top_J1-2	2971.80
61	base_J1-2	2976.00
61	top_J1-3A	2981.20
61	base_J1-3A	2986.60
61	top_J1-3	2986.60
61	base_J1-3	3002.60
804	BAJ	2885.00
804	top_J1-2	2886.10
804	base_J1-2	2888.90
804	top_J1-3A	2895.60
804	base_J1-3A	2903.60
804	top_J1-3	2903.60
804	base_J1-3	2919.20
805	BAJ	3023.80
805	top_J1-2	3025.40
805	base_J1-2	3028.80
805	top_J1-MU	3031.20
805	base_J1-MU	3033.80
805	top_J1-3A	3036.60
805	base_J1-3A	3041.60
805	top_J1-3	3041.60
805	base_J1-3	3061.20
806	BAJ	2792.40
806	top_J1-2	2794.00
806	base_J1-2	2801.80
806	top_J1-3A	2804.40
806	base_J1-3A	2815.60
806	top_J1-3	2815.60
806	base_J1-3	2833.00
807	BAJ	3365.80
807	top_J1-2	3367.80
807	base_J1-2	3371.80
807	top_J1-3A	3378.60
807	base_J1-3A	3383.40
807	top_J1-3	3384.60
807	base_J1-3	3396.60
808	BAJ	3415.20
808	top_J1-2	3416.40
808	base_J1-2	3425.00
808	top_J1-3A	3427.60
808	base_J1-3A	3433.20
808	top_J1-3	3435.00
808	base_J1-3	3444.60
809	BAJ	3339.80
809	top_J1-2	3341.00
809	base_J1-2	3345.20
809	top_J1-3A	3353.00
809	base_J1-3A	3357.60
809	top_J1-3	3357.60
809	base_J1-3	3376.00
810	BAJ	3114.40
810	top_J1-2	3115.60
810	base_J1-2	3120.20
810	top_J1-3A	3128.20
810	base_J1-3A	3134.20
810	top_J1-3	3134.20
810	base_J1-3	3150.40
810_1	BAJ	3142.00
810_1	top_J1-2	3143.20
810_1	base_J1-2	3148.60
810_1	top_J1-3A	3156.20
810_1	base_J1-3A	3164.00
810_1	top_J1-3	3164.00
810_1	base_J1-3	3179.80
